service_code,prefix_type,hierarchy_idx,global_idx,description
4.2.94.11.,5,83,4340,4.2.94.11. Описание и интерпретация компьютерных томограмм с применением телемедицинских технологий в пункте приема
4.2.94.12.,5,83,4341,4.2.94.12. Описание и интерпретация магнитно-резонансных томограмм с применением телемедицинских технологий в пункте приема
4.2.94.13.,5,83,4342,4.2.94.13. Описание и интерпретация данных рентгенографических исследований с применением телемедицинских технологий в пункте пе
4.2.94.14.,5,83,4343,4.2.94.14. Описание и интерпретация компьютерных томограмм с применением телемедицинских технологий в пункте передачи
4.2.94.15.,5,83,4344,4.2.94.15. Описание и интерпретация магнитно-резонансных томограмм с применением телемедицинских технологий в пункте передачи
4.2.94.2.,5,83,4345,4.2.94.2. Консультация врачей любых специальностей - врачебный консилиум (не менее 2-х врачей любой специальности)
4.2.94.3.,5,83,4346,4.2.94.3. Консультация врача любой специальности (при обращении за консультацией со стороны МО-заказчика среднего медицинского р
4.2.94.4.,5,83,4347,4.2.94.4. Консультация врача любой специальности (при обращении за консультацией  со стороны МО-заказчика пациента и (или) его з
4.2.94.4.1.,5,83,4348,4.2.94.4.1. Консультация врача любой специальности (при обращении за консультацией  пациента и (или) его законного представителя
4.2.94.4.2.,5,83,4349,4.2.94.4.2. Консультация (первичная) врача любой специальности (при обращении за консультацией  пациента и (или) его законного п
4.2.94.4.3.,5,83,4350,""4.2.94.4.3. Ежедневное медицинское наблюдение за лицами
4.2.94.5.,5,83,4351,""4.2.94.5. Расшифровка
4.2.94.6.,5,83,4352,4.2.94.6. Обращение врача любой специальности за телемедицинской консультацией
4.2.94.7.,5,83,4353,4.2.94.7. Обращение среднего медицинского работника за телемедицинской консультацией
4.2.94.8.,5,83,4354,4.2.94.8. Обращение за телемедицинской консультацией пациента и (или) его законного представителя
4.2.94.9.,5,83,4355,""4.2.94.9. Расшифровка
4.2.95.,5,83,4356,4.2.95. Врача-гериатра (с проведением комплексной гериатрической оценки функционального и когнитивного статуса)
4.2.96.,5,83,4357,4.2.96. ОБРАЩЕНИЕ ЗА ТЕЛЕМЕДИЦИНСКОЙ КОНСУЛЬТАЦИЕЙ
4.2.96.1.,5,83,4358,4.2.96.1. Обращение врача любой специальности за телемедицинской консультацией
4.2.96.2.,5,83,4359,4.2.96.2. Обращение среднего медицинского работника за телемедицинской консультацией
4.2.96.3.,5,83,4360,4.2.96.3. Обращение за телемедицинской консультацией пациента и (или) его законного представителя
4.2.96.4.,5,83,4361,""4.2.96.4. Расшифровка
4.2.97.,5,83,4362,4.2.97. Описание и интерпретация данных рентгенографических исследований с применением телемедицинских технологий
4.2.98.,5,83,4363,4.2.98. Описание и интерпретация компьютерных томограмм с применением телемедицинских технологий
4.2.99.,5,83,4364,4.2.99. Описание и интерпретация магнитно-резонансных томограмм с применением телемедицинских технологий
4.20.,5,83,4365,4.20.  ЛЕЧЕНИЕ В ДНЕВНОМ СТАЦИОНАРЕ
4.20.1.,5,83,4366,4.20.1.  ДЛЯ ДЕТЕЙ
4.20.1.1.,5,83,4367,4.20.1.1.  Подготовка и проведение щадящих методов вакцинации у детей группы риска  (2 дн.)
4.20.1.10.,5,83,4368,4.20.1.10.  ЛЕЧЕНИЕ ДЕТЕЙ С БОЛЕЗНЯМИ СЕРДЕЧ- НО-СОСУДИСТОЙ СИСТЕМЫ
4.20.1.10.1.,5,83,4369,4.20.1.10.1.  Вегето-сосудистые дисфункции   (14дн.)
4.20.1.10.2.,5,83,4370,4.20.1.10.2.  Лечение детей с заболеваниями сердца и сосудов   (18дн.)
4.20.1.11.,5,83,4371,4.20.1.11.  ЛЕЧЕНИЕ ГЕМАТОЛОГИЧЕСКИХ ЗАБОЛЕВАНИЙ У ДЕТЕЙ
4.20.1.11.1.,5,83,4372,4.20.1.11.1.  Лечение гематологических заболеваний у детей (8дн.)
4.20.1.11.2.,5,83,4373,4.20.1.11.2.  Лечение гематологических заболеваний у детей  (14дн.)
4.20.1.13.,5,83,4374,4.20.1.13.  ПРОВЕДЕНИЕ АНТИРАБИЧЕСКИХ ПРИВИВОК У ДЕТЕЙ
4.20.1.13.1.,5,83,4375,4.20.1.13.1.  Проведение антирабических прививок у детей (7дн.)
4.20.1.14.,5,83,4376,4.20.1.14.  ЛЕЧЕНИЕ ДЕТЕЙ С БОЛЕЗНЯМИ МОЧЕПОЛОВОЙ СИСТЕМЫ
4.20.1.14.1.,5,83,4377,4.20.1.14.1.  Лечение детей с болезнями мочеполовой системы  (14дн.)
4.20.1.15.,5,83,4378,4.20.1.15.  ЛЕЧЕНИЕ ИММУНОЛОГИЧЕСКИХ ЗАБОЛЕВАНИЙ У ДЕТЕЙ
4.20.1.15.1.,5,83,4379,4.20.1.15.1.  Лечение иммунологических заболеваний у детей  (14дн.)
4.20.1.16.,5,83,4380,4.20.1.16.  ЛЕЧЕНИЕ БОЛЕЗНЕЙ ГЛАЗ И ИХ ПРИДАТКОВ У ДЕТЕЙ
4.20.1.16.1.,5,83,4381,4.20.1.16.1.  Лечение болезней глаз и их придатков у детей  (15дн.)
4.20.1.17.,5,83,4382,4.20.1.17.  ЛЕЧЕНИЕ ДЕТЕЙ С ОРТОПЕДИЧЕСКИМИ ЗАБОЛЕВАНИЯМИ
4.20.1.17.1.,5,83,4383,4.20.1.17.1.  Сколиоз.Плоскостопие.Нарушение осанки  (14дн.)
4.20.1.17.2.,5,83,4384,4.20.1.17.2.  Реабилитация ортопедических больных.Последствия травм. (18дн.)
4.20.1.18.,5,83,4385,4.20.1.18.  ЛЕЧЕНИЕ ЗАБОЛЕВАНИЙ У НОВОРОЖДЕННЫХ
4.20.1.18.1.,5,83,4386,4.20.1.18.1.  Лечение заболеваний у новорожденных  (11дн.)
4.20.1.19.,5,83,4387,4.20.1.19.  ЛЕЧЕНИЕ ДЕТЕЙ С ХИРУРГИЧЕСКИМИ ЗАБОЛЕВАНИЯМИ
4.20.1.19.1.,5,83,4388,4.20.1.19.1.  Лечение детей с хирургическими заболеваниями   (7дн.)
4.20.1.2.,5,83,4389,4.20.1.2.  ЛЕЧЕНИЕ АЛЛЕРГОЛОГИЧЕСКИХ ЗАБОЛЕВАНИЙ
4.20.1.2.1.,5,83,4390,4.20.1.2.1.  Лечение аллергологический заболеваний (15 дн.)
4.20.1.2.2.,5,83,4391,4.20.1.2.2.  Лечение аллерголог.заболеваний противоаллергологическим иммуноглобулином (20 дн.)
4.20.1.20.,5,83,4392,4.20.1.20.  ЛЕЧЕНИЕ ДЕТЕЙ С ГНОЙНЫМИ ХИРУРГИ- ЧЕЧЕСКИМИ ЗАБОЛЕВАНИЯМИ
4.20.1.20.1.,5,83,4393,4.20.1.20.1.  Лечение детей с гнойными хирургическими заболеваниями  (4дн.)
4.20.1.3.,5,83,4394,4.20.1.3.  Лечение детей с заболеваниями нервной системы
4.20.1.3.1.,5,83,4395,4.20.1.3.1.  Лечение детей с заболеваниями нервной системы (15 дн.)
4.20.1.4.,5,83,4396,4.20.1.4.  ЛЕЧЕНИЕ ДЕТЕЙ С ЭНДОКРИНОЛОГИЧЕСКИМИ ЗАБОЛЕВАНИЯМИ
4.20.1.4.1.,5,83,4397,4.20.1.4.1.  Контрольное обследование детей с эндокринологическими болезнями (3 дн.)
4.20.1.4.2.,5,83,4398,4.20.1.4.2.  Лечение детей с эндокринологическими болезнями ( 10 дн.)
4.20.1.4.3.,5,83,4399,4.20.1.4.3.  Лечение детей с эндокринологическими болезнями ( 15 дн.)
4.20.1.5.,5,83,4400,4.20.1.5.  ЛЕЧЕНИЕ ДЕТЕЙ С КОЖНЫМИ ЗАБОЛЕВА- НИЯМИ
4.20.1.5.1.,5,83,4401,4.20.1.5.1.  Контагиозный молюск Вирусная бо- родавка Чесотка Другие инфестации
4.20.1.5.2.,5,83,4402,4.20.1.5.2.  Инфекция кожи и подкожной клетча- тки.Дерматит и экзема.Питириаз розовый.Крапи- вница и эритемы.Болезни кожи и подк
4.20.1.5.3.,5,83,4403,4.20.1.5.3.  Дерматофитии.Микозы поверхност- ные.Кандидозы.Буллезные дерматозы.Атопический дерматит.Себорейный дерматит.Почесуха
4.20.1.5.4.,5,83,4404,4.20.1.5.4.  Превентивное лечение контактных по сифилису (антибиоти- ком группы бензатинпенициллина G)
4.20.1.5.5.,5,83,4405,4.20.1.5.5.  Превентивное лечение контактных по сифилису (пенициллином )
4.20.1.5.6.,5,83,4406,4.20.1.5.6.  Гонококковая инфекция. Хламидиоз.Трихомониаз.Урогени- тальный герпес. Аногенитальные бородавки. Урогенитальный канд
4.20.1.6.,5,83,4407,4.20.1.6.  ЛЕЧЕНИЕ ДЕТЕЙ С ЛОР ЗАБОЛЕВАНИЯМИ
4.20.1.6.1.,5,83,4408,4.20.1.6.1.  Острый катаральный средний отит.Ушиб носа Инородное тело уха.Другие болезни глотки. (7дн.)
4.20.1.6.2.,5,83,4409,""4.20.1.6.2.  Острый гнойный средний отит.Катар среднего уха. Острый синусит.Острый назофарингит
4.20.1.6.3.,5,83,4410,4.20.1.6.3.  Хронический средний отит. (14дн.)
4.20.1.6.4.,5,83,4411,""4.20.1.6.4.  С оперативным вмешательством Гипетрофия небных миндалин
4.20.1.6.5.,5,83,4412,""4.20.1.6.5.  С оперативным вмешательством Гипертрофия небных миндалин. Аденойды. Инородное тело глотки
4.20.1.7.,5,83,4413,""4.20.1.7.  ЛЕЧЕНИЕ ДЕТЕЙ В ЦЕНТРЕ ВОССТАНОВИ- """"ТЕЛЬНОГО ЛЕЧЕНИЯ   """"""""Ариадна""""""""                          
4.20.1.7.1.,5,83,4414,""4.20.1.7.1.  ПЕРИНАТАЛЬНАЯ ПАТОЛОГИЯ И ЕЕ ПОС- ЛЕДСТВИЯ.Родовая травма Врожденная аномалия ЦНС Инфекции
4.20.1.7.2.,5,83,4415,4.20.1.7.2.  ОРГАНИЧЕСКИЕ ЗАБОЛЕВАНИЯ ЦНС:ДЦП Церебральная дегенерация Неврологические рас- тройства Отдаленные последствия трав
4.20.1.7.3.,5,83,4416,4.20.1.7.3.  Больные с нарушением слуха и речи Тугоухость Глухота (208 ДНЕЙ)
4.20.1.7.4.,5,83,4417,4.20.1.7.4.  Больные с нарушением слуха и речи Тугоухость Глухота (20 ДНЕЙ)
4.20.1.7.5.,5,83,4418,4.20.1.7.5.  Токсическая энцефалопатия. Последствия травм и внешних Последствия цереброваскулярных болезней. Расстройство вегета
4.20.1.7.6.,5,83,4419,4.20.1.7.6.  Больные с нарушением слуха и речи (без питания).  (24дн.)
4.20.1.8.,5,83,4420,4.20.1.8.  ЛЕЧЕНИЕ ДЕТЕЙ С ЗАБОЛЕВАНИЯМИ ОРГАНОВ ПИЩЕВАРЕНИЯ
4.20.1.8.1.,5,83,4421,""4.20.1.8.1.  Функциональное заболевание желудка.Синдром раздраженного кишечника.Гастрит и дуоденит
4.20.1.8.2.,5,83,4422,""4.20.1.8.2.  Язвенная болезнь желудка и 12-перстной кишки
4.20.1.9.,5,83,4423,4.20.1.9.  ЛЕЧЕНИЕ ДЕТЕЙ С ЗАБОЛЕВАНИЯМИ ОРГАНОВ ДЫХАНИЯ
4.20.1.9.1.,5,83,4424,4.20.1.9.1.  Восстановительное и противорецидивное лечение у детей с хронической бронхолегочной патологией (13дн.)
4.20.1.9.2.,5,83,4425,4.20.1.9.2.  Иммунореабилитация детей с рецидивирующими заболеваниями дыхательных путей  (14дн.)
4.20.1.9.3.,5,83,4426,4.20.1.9.3.  Астма бронхиальная  (15дн.)
4.20.2.,5,83,4427,4.20.2.  ДЛЯ ВЗРОСЛЫХ
4.20.2.1.,5,83,4428,4.20.2.1.  ЛЕЧЕНИЕ БОЛЬНЫХ С КОЖНЫМИ И ВЕНЕРИЧЕСКИМИ ЗАБОЛЕВАНИЯМИ
4.20.2.1.1.,5,83,4429,4.20.2.1.1.  Инфекции кожи и подкожной клетчатки
4.20.2.1.2.,5,83,4430,""4.20.2.1.2.  Дерматит и экзема.Питириаз розовый.Крапи- вница и эритемы.Болезни кожи и подкожной кле- тчатки
4.20.2.1.3.,5,83,4431,4.20.2.1.3.  Буллезные дерматозы.Атопический дерматит. Себорейный дерматит.Почесуха.Зуд. Другие дерматиты. Папулосквамозные нару
4.20.2.1.4.,5,83,4432,4.20.2.1.4.  Превентивное лечение контактных по сифилису (антибиоти- ком группы бензатинпенициллина G)
4.20.2.1.5.,5,83,4433,4.20.2.1.5.  Гонококковая инфекция (хроническая)
4.20.2.1.6.,5,83,4434,4.20.2.1.6.  Превентивное лечение контактных по сифилису (пенициллином )
4.20.2.10.,5,83,4435,4.20.2.10.  БОЛЕЗНИ СЕРДЕЧНО-СОСУДИСТОЙ СИСТЕМЫ
4.20.2.10.1.,5,83,4436,""4.20.2.10.1.  Стенокардия напряжения
4.20.2.11.,5,83,4437,4.20.2.11.  БОЛЕЗНИ КРОВИ И КРОВЕТВОРНЫХ ОРГАНОВ
4.20.2.11.1.,5,83,4438,4.20.2.11.1.  Хроническая железодефицитная анемия.  (15дн.)
4.20.2.12.,5,83,4439,4.20.2.12.  БОЛЕЗНИ ОРГАНОВ ДЫХАНИЯ
4.20.2.12.1.,5,83,4440,4.20.2.12.1.  Пневмонии Бронхиальная астма   (18дн.)
4.20.2.12.2.,5,83,4441,4.20.2.12.2.  Острый бронхит. Хронический бронхит. Хроническая обтурация дыхательных путей.Эмфизема легких. Прочие болезни орган
4.20.2.13.,5,83,4442,4.20.2.13.  БОЛЕЗНИ ОРГАНОВ ПИЩЕВАРЕНИЯ
4.20.2.13.1.,5,83,4443,4.20.2.13.1.  Хронические эзофагогастродуодениты и энтероколиты в стадии обострения   (12дн.)
4.20.2.13.2.,5,83,4444,""4.20.2.13.2.  Язва желудка и 12-ти перстной кишки Эрозированный гастрит и дуоденит  (20
4.20.2.13.3.,5,83,4445,4.20.2.13.3.  Хронические болезни печени и цирроз. Хронический холецистопанкреатит в стадии обновления.  (18дн.)
4.20.2.14.,5,83,4446,4.20.2.14.  БОЛЕЗНИ МОЧЕПОЛОВОЙ СИСТЕМЫ
4.20.2.14.1.,5,83,4447,4.20.2.14.1.  Хронический пиелонефрит в стадии обострения   (20дн.)
4.20.2.15.,5,83,4448,4.20.2.15.  БОЛЕЗНИ КОСТНО-МЫШЕЧНОЙ СИСТЕМЫ И СОЕДИНИТЕЛЬНОЙ ТКАНИ
4.20.2.15.1.,5,83,4449,4.20.2.15.1.  Деформирующий остеоартроз ДНС 1-11 степени Ревматоидный артрит в активной стадии  (20дн.)
4.20.2.15.2.,5,83,4450,4.20.2.15.2.  Дерформирующий остеоартроз ДНС 1-11 степени Ревматойдные артриты (для корректировки лечения)  (10дн.)
4.20.2.16.,5,83,4451,4.20.2.16.  АЛЛЕРГОЛОГИЧЕСКИЕ ЗАБОЛЕВАНИЯ
4.20.2.16.1.,5,83,4452,4.20.2.16.1.  Аллергическая крапивница   (10дн.)
4.20.2.17.,5,83,4453,4.20.2.17.  ЛЕЧЕНИЕ БОЛЬНЫХ С ЭНДОКРИНОЛОГИЧЕСКИМИ ЗАБОЛЕВАНИЯМИ
4.20.2.17.1.,5,83,4454,4.20.2.17.1.  Инсулинонезависимый сахарный диабет для коррекции дозы сахаропонижающих препаратов  (12дн.)
4.20.2.17.2.,5,83,4455,""4.20.2.17.2.  Инсулинонезависимый сахарный диабет с обучением """"в школе """"""""Сахарный диабет""""""""  (12дн.)
4.20.2.17.3.,5,83,4456,4.20.2.17.3.  Лечение и обследование больных с нарушением толерантности к глюкозе (12дн.)
4.20.2.17.4.,5,83,4457,4.20.2.17.4.  Инсулинозависимый сахарный диабет для коррекции дозы инсулина  (12дн.)
4.20.2.17.5.,5,83,4458,""4.20.2.17.5.  Заболевания щитовидной железы:хронический тиреоидит
4.20.2.2.,5,83,4459,4.20.2.2.  ПСИХИЧЕСКИЕ РАССТРОЙСТВА
4.20.2.2.1.,5,83,4460,4.20.2.2.1.  Лечение психических больных в дневном стационаре
4.20.2.4.,5,83,4461,4.20.2.4.  АКУШЕРСТВО И ГИНЕКОЛОГИЯ
4.20.2.4.1.,5,83,4462,4.20.2.4.1.  ЛЕЧЕНИЕ ЖЕНЩИН С ПАТОЛОГИЕЙ БЕРЕМЕННОСТИ
4.20.2.4.1.1.,5,83,4463,4.20.2.4.1.1.  Рвота беременных . Анемия беременных легкой степени  (8дн.)
4.20.2.4.1.2.,5,83,4464,4.20.2.4.1.2.  Инфекция мочевыводящих путей.Сердечно-сосудистая патология Rh - конфликт.Дистресс плода Синдром задержки развития
4.20.2.4.1.3.,5,83,4465,4.20.2.4.1.3.  Анемия беременных средней степени(12дн.)
4.20.2.4.1.4.,5,83,4466,4.20.2.4.1.4.  Гестоз беременных Привычные выкидыши  (13дн.)
4.20.2.4.1.5.,5,83,4467,4.20.2.4.1.5.  Угроза прерывания беременности (15дн.)
4.20.2.4.1.6.,5,83,4468,4.20.2.4.1.6.  Скрининг обследование беременных женщин  (3дн.)
4.20.2.4.2.,5,83,4469,4.20.2.4.2.  ЛЕЧЕНИЕ БОЛЬНЫХ С ГИНЕКОЛОГИЧЕСКИМИ ЗАБОЛЕВАНИЯМИ
4.20.2.4.2.1.,5,83,4470,4.20.2.4.2.1.  Вульвит и вульвовагинит  (7дн.)
4.20.2.4.2.2.,5,83,4471,4.20.2.4.2.2.  Эндометриоз Хронический сальпингит Расстройства менструаций и другие аномальные кровотечения из женских половых о
4.20.2.4.2.3.,5,83,4472,4.20.2.4.2.3.  Хронический эндометрит  (15дн.)
4.20.2.4.2.4.,5,83,4473,""4.20.2.4.2.4.  Полипы слизистой оболочки шейки матки и другие болезни женских половых органов
4.20.2.4.2.5.,5,83,4474,4.20.2.4.2.5.  Регуляция менструального цикла (мини-аборт)  (1день)
4.20.2.5.,5,83,4475,4.20.2.5.  ЛЕЧЕНИЕ БОЛЬНЫХ С НЕВРОЛОГИЧЕСКИМИ ЗАБОЛЕВАНИЯМИ
4.20.2.5.1.,5,83,4476,4.20.2.5.1.  Отдаленные последствия травмы центральной нервной системы Мигрень Опоясывающий лишай.  (12дн.)
4.20.2.5.2.,5,83,4477,4.20.2.5.2.  Отдаленные последствия перенесенной нейроинфекции Врожденная миопатия слабопрогрессирующая. Неврологические проявле
4.20.2.5.3.,5,83,4478,4.20.2.5.3.  Отдаленные последствия цереброваскулярной болезни Дисциркуляторная энцефалопатия (вне криза) Полинейропатии Рассеян
4.20.2.5.4.,5,83,4479,4.20.2.5.4.  Атеросклероз    (10дн.)
4.20.2.5.5.,5,83,4480,4.20.2.5.5.  Остеохондроз позвоночника   (10дн.)
4.20.2.6.,5,83,4481,4.20.2.6.  ЛЕЧЕНИЕ ТРАВМАТОЛОГИЧЕСКИХ И ОРТО- ПЕДИЧЕСКИХ БОЛЬНЫХ
4.20.2.6.1.,5,83,4482,4.20.2.6.1.  Реабилитация травматологических больных  (21дн.)
4.20.2.6.2.,5,83,4483,4.20.2.6.2.  Сколиоз Плоскостопие Нарушение осанки  (20дн.)
4.20.2.7.,5,83,4484,4.20.2.7.  ДЛЯ БОЛЬНЫХ ТУБЕРКУЛЕЗОМ
4.20.2.7.1.,5,83,4485,4.20.2.7.1.  Инфильтративный и кавернозный туберкулез легких (размер деструкции легочной ткани 3см. и более)
4.20.2.7.2.,5,83,4486,4.20.2.7.2.  Инфильтративный и кавернозный туберкулез легких (размер деструкции легочной ткани до 3см.) Туберкулез костной и моч
4.20.2.7.3.,5,83,4487,""4.20.2.7.3.  Туберкулез легких и других систем
4.20.2.8.,5,83,4488,4.20.2.8.  БОЛЕЗНИ ГЛАЗА
4.20.2.8.1.,5,83,4489,4.20.2.8.1.  Дедистофическая терапия и подбор режима миотипов при глаукоме Воспалительные заболевания органа зрения и придатков.
4.20.2.8.2.,5,83,4490,""4.20.2.8.2.  Заболевания сетчатки глаза
4.20.2.9.,5,83,4491,4.20.2.9.  С ЗАБОЛЕВАНИЯМИ ЛОР-ОРГАНОВ
4.20.2.9.1.,5,83,4492,4.20.2.9.1.  Инородное тело лор-органов   (2дн.)
4.20.2.9.2.,5,83,4493,""4.20.2.9.2.  Перфорация барабанной перепонки. Острые наружные и средние отиты. Острый и обострение хронического ринита (гнойный
4.20.2.9.3.,5,83,4494,4.20.2.9.3.  Кохлеарный неврит. Мирингит. Обострение хронического отита. Мезотимпанит. Обострение хронического синусита  (14дн.)
4.20.3.,5,83,4495,4.20.3.  ЛЕЧЕНИЕ В ДНЕВНОМ СТАЦИОНАРЕ ОБЩЕГО ПРОФИЛЯ
4.20.3.1.,5,83,4496,4.20.3.1.  Лечение больных в дневном стационаре в амбулаторно-поликлинических учреждениях  (12дн.)
4.20.4.,5,83,4497,4.20.4.  ЛЕЧЕНИЕ В СТАЦИОНАРЕ НА ДОМУ
4.20.4.1.,5,83,4498,4.20.4.1.  ДЛЯ ДЕТЕЙ
4.20.4.1.1.,5,83,4499,4.20.4.1.1.  ЛЕЧЕНИЕ АЛЛЕРГОЛОГИЧЕСКИХ ЗАБОЛЕВАНИЙ
4.20.4.1.1.1.,5,83,4500,4.20.4.1.1.1.  Лечение аллергологических заболе- ваний (15дней)
4.20.4.1.1.2.,5,83,4501,4.20.4.1.1.2.  Лечение аллерголог.заболеваний противоаллергологическим иммуноглобулином (20дней)
4.20.4.1.10.,5,83,4502,4.20.4.1.10.  Лечение детей с заболеваниями нервной СИСТЕМЫ
4.20.4.1.10.1.,5,83,4503,4.20.4.1.10.1.  Лечение детей с заболеваниями нервной системы (18дней)
4.20.4.1.11.,5,83,4504,4.20.4.1.11.  ЛЕЧЕНИЕ ДЕТЕЙ С БОЛЕЗНЯМИ МОЧЕПОЛОВОЙ СИСТЕМЫ
4.20.4.1.11.1.,5,83,4505,4.20.4.1.11.1.  Лечение детей с болезнями моче- половой системы (14дней)
4.20.4.1.12.,5,83,4506,4.20.4.1.12.  ЛЕЧЕНИЕ ИММУНОЛОГИЧЕСКИХ ЗАБОЛЕВАНИЙ
4.20.4.1.12.1.,5,83,4507,4.20.4.1.12.1.  Лечение иммунологических заболеваний (14дней)
4.20.4.1.13.,5,83,4508,4.20.4.1.13.  ЛЕЧЕНИЕ БОЛЕЗНЕЙ ГЛАЗ И ИХ ПРИДАТКОВ У ДЕТЕЙ
4.20.4.1.13.1.,5,83,4509,4.20.4.1.13.1.  Лечение болезней глаз и их при- датков у детей (15дней)
4.20.4.1.14.,5,83,4510,4.20.4.1.14.  ЛЕЧЕНИЕ ДЕТЕЙ С ОРТОПЕДИЧЕСКИМИ ЗАБОЛЕВАНИЯМИ
4.20.4.1.14.1.,5,83,4511,4.20.4.1.14.1.  Сколиоз.Плоскостопие.Нарушение осанки (14дней)
4.20.4.1.14.2.,5,83,4512,4.20.4.1.14.2.  Реабилитация ортопедических бо- льных.Последствия травм.(18дней)
4.20.4.1.15.,5,83,4513,4.20.4.1.15.  ЛЕЧЕНИЕ ЗАБОЛЕВАНИЙ У НОВОРОЖДЕННЫХ
4.20.4.1.15.1.,5,83,4514,4.20.4.1.15.1.  Лечение заболеваний у новорожденных- (11дней)
4.20.4.1.2.,5,83,4515,4.20.4.1.2.  ЛЕЧЕНИЕ ДЕТЕЙ С ЗАБОЛЕВАНИЯМИ НЕРВ- НОЙ СИСТЕМЫ
4.20.4.1.2.1.,5,83,4516,4.20.4.1.2.1.  Лечение детей с заболеваниями нервной системы (15дней)
4.20.4.1.3.,5,83,4517,4.20.4.1.3.  ЛЕЧЕНИЕ ДЕТЕЙ С ЭНДОКРИНОЛОГИЧЕСКИ- МИ ЗАБОЛЕВАНИЯМИ
4.20.4.1.3.1.,5,83,4518,4.20.4.1.3.1.  Лечение детей с эндокринологичес- кими болезнями(10дней)
4.20.4.1.3.2.,5,83,4519,4.20.4.1.3.2.  Лечение детей с эндокринологичес- кими болезнями (15дней)
4.20.4.1.4.,5,83,4520,4.20.4.1.4.  ЛЕЧЕНИЕ ДЕТЕЙ С КОЖНЫМИ ЗАБОЛЕВА- НИЯМИ
4.20.4.1.4.1.,5,83,4521,4.20.4.1.4.1.  Контагиозный молюск Вирусная бо- родавка Чесотка Другие инфестации(7дней)
4.20.4.1.4.2.,5,83,4522,4.20.4.1.4.2.  Инфекция кожи и подкожной клетча- тки.Дерматит и экзема.Питириаз розовый.Крапи- вница и эритемы.Болезни кожи и по
4.20.4.1.4.3.,5,83,4523,4.20.4.1.4.3.  Дерматофитии.Микозы поверхност- ные.Кандидозы.Буллезные дерматозы.Атопический дерматит.Себорейный дерматит.Почесу
4.20.4.1.5.,5,83,4524,4.20.4.1.5.  ЛЕЧЕНИЕ ДЕТЕЙ С ЛОР ЗАБОЛЕВАНИЯМИ
4.20.4.1.5.1.,5,83,4525,4.20.4.1.5.1.  Острый катериальный средний отит Ушиб носа Перелом костей носа.Перетонзилляр- ный абсцесс.Инородное тело уха.Друг
4.20.4.1.5.2.,5,83,4526,""4.20.4.1.5.2.  Острый гнойный средний отит.Катар среднего уха.Острый синусит.Острый назофарин- гит
4.20.4.1.5.3.,5,83,4527,4.20.4.1.5.3.  Хронический средний отит.(14дней)
4.20.4.1.6.,5,83,4528,4.20.4.1.6.  ЛЕЧЕНИЕ ДЕТЕЙ С ЗАБОЛЕВАНИЯМИ ОРГАНОВ ПИЩЕВАРЕНИЯ
4.20.4.1.6.1.,5,83,4529,""4.20.4.1.6.1.  Функциональное заболевание желу- дка.Синдром раздраженного кишечника.Гастрит и дуоденит
4.20.4.1.6.2.,5,83,4530,""4.20.4.1.6.2.  Язвенная болезнь желудка и 12- перстной кишки
4.20.4.1.7.,5,83,4531,4.20.4.1.7.  ЛЕЧЕНИЕ ДЕТЕЙ С ЗАБОЛЕВАНИЯМИ ОРГАНОВ ДЫХАНИЯ
4.20.4.1.7.1.,5,83,4532,4.20.4.1.7.1.  Восстановительное и противореци- дивное лечение у детей с хронической бронхо- легочной патологией (13дней)
4.20.4.1.7.2.,5,83,4533,4.20.4.1.7.2.  Иммунореабилитация детей с реци- дивирующими заболеваниями дыхательных путей (14дней)
4.20.4.1.7.3.,5,83,4534,4.20.4.1.7.3.  Астма бронхиальная (15дней)
4.20.4.1.8.,5,83,4535,4.20.4.1.8.  ЛЕЧЕНИЕ ДЕТЕЙ С БОЛЕЗНЯМИ СЕРДЕЧНО- СОСУДИСТОЙ СИСТЕМЫ
4.20.4.1.8.1.,5,83,4536,4.20.4.1.8.1.  Вегето-сосудистые дщисфункции(14дней)
4.20.4.1.8.2.,5,83,4537,4.20.4.1.8.2.  Лечение детей с заболеваниями сердца и сосудов (18дней)
4.20.4.1.9.,5,83,4538,4.20.4.1.9.  ЛЕЧЕНИЕ ГЕМАТОЛОГИЧЕСКИХ ЗАБОЛЕВАНИЙ- У ДЕТЕЙ
4.20.4.1.9.1.,5,83,4539,4.20.4.1.9.1.  Лечение гематологических заболе- ваний у детей(8дней)
4.20.4.1.9.2.,5,83,4540,4.20.4.1.9.2.  Лечение гематологических забо- леваний у детей (14дней)
4.20.4.2.,5,83,4541,4.20.4.2.  ДЛЯ ВЗРОСЛЫХ
4.20.4.2.1.,5,83,4542,4.20.4.2.1.  ЛЕЧЕНИЕ БОЛЬНЫХ С НЕВРОЛОГИЧЕСКИМИ ЗАБОЛЕВАНИЯМИ
4.20.4.2.1.1.,5,83,4543,4.20.4.2.1.1.  Отдаленные последствия травмы центральной нервной системы Мигрень Опоясыва- ющий лишай.Инсульт.(12дней)
4.20.4.2.1.2.,5,83,4544,4.20.4.2.1.2.  Отдаленные последствия перенесе- нной нейроинфекции Врожденная миопатия слабо- прогрессирующая.Неврологические пр
4.20.4.2.1.3.,5,83,4545,4.20.4.2.1.3.  Отдаленные последствия церебро- васкулярной болезни Дисциркуляторная энцефа- лопатия (вне криза) Полинейропатии Р
4.20.4.2.1.4.,5,83,4546,4.20.4.2.1.4.  Атеросклероз (10дней)
