mkb_code,letter_idx,hierarchy_idx,global_idx,description
S52.00,20,204,9074,Перелом верхнего конца локтевой кости закрытый
S52.01,20,204,9075,Перелом верхнего конца локтевой кости открытый
S52.1,20,204,9076,Перелом верхнего конца лучевой кости
S52.10,20,204,9077,Перелом верхнего конца лучевой кости закрытый
S52.11,20,204,9078,Перелом верхнего конца лучевой кости открытый
S52.2,20,204,9079,Перелом тела [диафиза] локтевой кости
S52.20,20,204,9080,Перелом тела [диафиза] локтевой кости закрытый
S52.21,20,204,9081,Перелом тела [диафиза] локтевой кости открытый
S52.3,20,204,9082,Перелом тела [диафиза] лучевой кости
S52.30,20,204,9083,Перелом тела [диафиза] лучевой кости закрытый
S52.31,20,204,9084,Перелом тела [диафиза] лучевой кости открытый
S52.4,20,204,9085,Сочетанный перелом диафизов локтевой и лучевой костей
S52.40,20,204,9086,Сочетанный перелом диафизов локтевой и лучевой костей закрытый
S52.41,20,204,9087,Сочетанный перелом диафизов локтевой и лучевой костей открытый
S52.5,20,204,9088,Перелом нижнего конца лучевой кости
S52.50,20,204,9089,Перелом нижнего конца лучевой кости закрытый
S52.51,20,204,9090,Перелом нижнего конца лучевой кости открытый
S52.6,20,204,9091,Сочетанный перелом нижних концов локтевой и лучевой костей
S52.60,20,204,9092,Сочетанный перелом нижних концов локтевой и лучевой костей закрытый
S52.61,20,204,9093,Сочетанный перелом нижних концов локтевой и лучевой костей открытый
S52.7,20,204,9094,Множественные переломы костей предплечья
S52.70,20,204,9095,Множественные переломы костей предплечья закрытые
S52.71,20,204,9096,Множественные переломы костей предплечья открытые
S52.8,20,204,9097,Перелом других частей костей предплечья
S52.80,20,204,9098,Перелом других частей костей предплечья закрытый
S52.81,20,204,9099,Перелом других частей костей предплечья открытый
S52.9,20,204,9100,Перелом неуточненной части костей предплечья
S52.90,20,204,9101,Перелом неуточненной части костей предплечья закрытый
S52.91,20,204,9102,Перелом неуточненной части костей предплечья открытый
S53,20,204,9103,"Вывих, растяжение и перенапряжение капсульно-связочного аппарата локтевого сустава"
S53.0,20,204,9104,Вывих головки лучевой кости
S53.1,20,204,9105,Вывих в локтевом суставе неуточненный
S53.2,20,204,9106,Травматический разрыв лучевой коллатеральной связки
S53.3,20,204,9107,Травматический разрыв локтевой коллатеральной связки
S53.4,20,204,9108,Растяжение и перенапряжение капсульно-связочного аппарата локтевого сустава
S54,20,204,9109,Травма нервов на уровне предплечья
S54.0,20,204,9110,Травма локтевого нерва на уровне предплечья
S54.1,20,204,9111,Травма срединного нерва на уровне предплечья
S54.2,20,204,9112,Травма лучевого нерва на уровне предплечья
S54.3,20,204,9113,Травма кожного чувствительного нерва на уровне предплечья
S54.7,20,204,9114,Травма нескольких нервов на уровне предплечья
S54.8,20,204,9115,Травма других нервов на уровне предплечья
S54.9,20,204,9116,Травма неуточненного нерва на уровне предплечья
S55,20,204,9117,Травма кровеносных сосудов на уровне предплечья
S55.0,20,204,9118,Травма локтевой артерии на уровне предплечья
S55.1,20,204,9119,Травма лучевой артерии на уровне предплечья
S55.2,20,204,9120,Травма вены на уровне предплечья
S55.7,20,204,9121,Травма нескольких кровеносных сосудов на уровне предплечья
S55.8,20,204,9122,Травма других кровеносных сосудов на уровне предплечья
S55.9,20,204,9123,Травма неуточненного кровеносного сосуда на уровне предплечья
S56,20,204,9124,Травма мышцы и сухожилия на уровне предплечья
S56.0,20,204,9125,Травма сгибателя большого пальца и его сухожилия на уровне предплечья
S56.1,20,204,9126,Травма сгибателя другого (их) пальца (ев) и его сухожилия на уровне предплечья
S56.2,20,204,9127,Травма другого сгибателя и его сухожилия на уровне предплечья
S56.3,20,204,9128,Травма разгибателя или отводящей мышцы большого пальца и их сухожилий на уровне предплечья
S56.4,20,204,9129,Травма разгибателя другого (их) пальца (ев) и его сухожилия на уровне предплечья
S56.5,20,204,9130,Травма другого разгибателя и сухожилия на уровне предплечья
S56.7,20,204,9131,Травма нескольких мышц и сухожилий на уровне предплечья
S56.8,20,204,9132,Травма других и неуточненных мышц и сухожилий на уровне предплечья
S57,20,204,9133,Размозжение предплечья
S57.0,20,204,9134,Размозжение локтевого сустава
S57.8,20,204,9135,Размозжение других частей предплечья
S57.9,20,204,9136,Размозжение неуточненной части предплечья
S58,20,204,9137,Травматическая ампутация предплечья
S58.0,20,204,9138,Травматическая ампутация на уровне локтевого сустава
S58.1,20,204,9139,Травматическая ампутация на уровне между локтевым и лучезапястным суставами
S58.9,20,204,9140,Травматическая ампутация предплечья на неуточненном уровне
S59,20,204,9141,Другие и неуточненные травмы предплечья
S59.7,20,204,9142,Множественные травмы предплечья
S59.8,20,204,9143,Другие уточненные травмы предплечья
S59.9,20,204,9144,Травма предплечья неуточненная
S60,20,205,9145,Поверхностная травма запястья и кисти
S60.0,20,205,9146,Ушиб пальца (ев) кисти без повреждения ногтевой пластинки
S60.1,20,205,9147,Ушиб пальца (ев) кисти с повреждением ногтевой пластинки
S60.2,20,205,9148,Ушиб других частей запястья и кисти
S60.7,20,205,9149,Множественные поверхностные травмы запястья и кисти
S60.8,20,205,9150,Другие поверхностные травмы запястья и кисти
S60.9,20,205,9151,Поверхностная травма запястья и кисти неуточненная
S61,20,205,9152,Открытая рана запястья и кисти
S61.0,20,205,9153,Открытая рана пальца (ев) кисти без повреждения ногтевой пластинки
S61.1,20,205,9154,Открытая рана пальца (ев) кисти с повреждением ногтевой пластинки
S61.7,20,205,9155,Множественные открытые раны запястья и кисти
S61.8,20,205,9156,Открытая рана других частей запястья и кисти
S61.9,20,205,9157,Открытая рана неуточненной части запястья и кисти
S62,20,205,9158,Перелом на уровне запястья и кисти
S62.0,20,205,9159,Перелом ладьевидной кости кисти
S62.00,20,205,9160,Перелом ладьевидной кости кисти закрытый
S62.01,20,205,9161,Перелом ладьевидной кости кисти открытый
S62.1,20,205,9162,Перелом другой (их) кости (ей) запястья
S62.10,20,205,9163,Перелом другой (их) кости (ей) запястья закрытый
S62.11,20,205,9164,Перелом другой (их) кости (ей) запястья открытый
S62.2,20,205,9165,Перелом первой пястной кости
S62.20,20,205,9166,Перелом первой пястной кости закрытый
S62.21,20,205,9167,Перелом первой пястной кости открытый
S62.3,20,205,9168,Перелом другой пястной кости
S62.30,20,205,9169,Перелом другой пястной кости закрытый
S62.31,20,205,9170,Перелом другой пястной кости открытый
S62.4,20,205,9171,Множественные переломы пястных костей
S62.40,20,205,9172,Множественные переломы пястных костей закрытые
S62.41,20,205,9173,Множественные переломы пястных костей открытые
S62.5,20,205,9174,Перелом большого пальца кисти
S62.50,20,205,9175,Перелом большого пальца кисти закрытый
S62.51,20,205,9176,Перелом большого пальца кисти открытый
S62.6,20,205,9177,Перелом другого пальца кисти
S62.60,20,205,9178,Перелом другого пальца кисти закрытый
S62.61,20,205,9179,Перелом другого пальца кисти открытый
S62.7,20,205,9180,Множественные переломы пальцев
S62.70,20,205,9181,Множественные переломы пальцев закрытые
S62.71,20,205,9182,Множественные переломы пальцев открытые
S62.8,20,205,9183,Перелом другой и неуточненной части запястья и кисти
S62.80,20,205,9184,Перелом другой и неуточненной части запястья и кисти закрытый
S62.81,20,205,9185,Перелом другой и неуточненной части запястья и кисти открытый
S63,20,205,9186,"Вывих, растяжение и перенапряжение капсульно-связочного аппарата на уровне запястья и кисти"
S63.0,20,205,9187,Вывих запястья
S63.1,20,205,9188,Вывих пальца кисти
S63.2,20,205,9189,Множественные вывихи пальцев кисти
S63.3,20,205,9190,Травматический разрыв связки запястья и пясти
S63.4,20,205,9191,Травматический разрыв связки пальца на уровне пястно-фалангового и межфалангового сустава (ов)
S63.5,20,205,9192,Растяжение и перенапряжение капсульно-связочного аппарата на уровне запястья
S63.6,20,205,9193,Растяжение и перенапряжение капсульно-связочного аппарата на уровне пальца
S63.7,20,205,9194,Растяжение и перенапряжение капсульно-связочного аппарата другой и неуточненной части кисти
S64,20,205,9195,Травма нервов на уровне запястья и кисти
S64.0,20,205,9196,Травма локтевого нерва на уровне запястья и кисти
S64.1,20,205,9197,Травма срединного нерва на уровне запястья и кисти
S64.2,20,205,9198,Травма лучевого нерва на уровне запястья и кисти
S64.3,20,205,9199,Травма нерва большого пальца
S64.4,20,205,9200,Травма нерва другого пальца
S64.7,20,205,9201,Травма нескольких нервов на уровне запястья и кисти
S64.8,20,205,9202,Травма других нервов на уровне запястья и кисти
S64.9,20,205,9203,Травма неуточненного нерва на уровне запястья и кисти
S65,20,205,9204,Травма кровеносных сосудов на уровне запястья и кисти
S65.0,20,205,9205,Травма локтевой артерии на уровне запястья и кисти
S65.1,20,205,9206,Травма лучевой артерии на уровне запястья и кисти
S65.2,20,205,9207,Травма поверхностной ладонной дуги
S65.3,20,205,9208,Травма глубокой ладонной дуги
S65.4,20,205,9209,Травма кровеносного сосуда (ов) большого пальца
S65.5,20,205,9210,Травма кровеносного (ых) сосуда (ов) другого пальца
S65.7,20,205,9211,Травма нескольких кровеносных сосудов на уровне запястья и кисти
S65.8,20,205,9212,Травма других кровеносных сосудов на уровне запястья и кисти
S65.9,20,205,9213,Травма неуточненного кровеносного сосуда на уровне запястья и кисти
S66,20,205,9214,Травма мышцы и сухожилия на уровне запястья и кисти
S66.0,20,205,9215,Травма длинного сгибателя большого пальца и его сухожилия на уровне запястья и кисти
S66.1,20,205,9216,Травма сгибателя другого пальца и его сухожилия на уровне запястья и кисти
S66.2,20,205,9217,Травма разгибателя большого пальца и его сухожилия на уровне запястья и кисти
S66.3,20,205,9218,Травма разгибателя другого пальца и его сухожилия на уровне запястья и кисти
S66.4,20,205,9219,Травма собственной мышцы и сухожилия большого пальца на уровне запястья и кисти
S66.5,20,205,9220,Травма собственной мышцы и сухожилия другого пальца на уровне запястья и кисти
S66.6,20,205,9221,Травма нескольких мышц-сгибателей и сухожилий на уровне запястья и кисти
S66.7,20,205,9222,Травма нескольких мышц-разгибателей и сухожилий на уровне запястья и кисти
S66.8,20,205,9223,Травма других мышц и сухожилий на уровне запястья и кисти
S66.9,20,205,9224,Травма неуточненных мышц и сухожилий на уровне запястья и кисти
S67,20,205,9225,Размозжение запястья и кисти
S67.0,20,205,9226,Размозжение большого и другого пальца (ев) кисти
S67.8,20,205,9227,Размозжение другой и неуточненной части запястья и кисти
S68,20,205,9228,Травматическая ампутация запястья и кисти
S68.0,20,205,9229,Травматическая ампутация большого пальца кисти (полная) (частичная)
S68.1,20,205,9230,Травматическая ампутация другого одного пальца кисти (полная) (частичная)
S68.2,20,205,9231,Травматическая ампутация двух и более пальцев кисти (полная) (частичная)
S68.3,20,205,9232,Сочетанная травматическая ампутация (части) пальца (ев) и других частей запястья и кисти
S68.4,20,205,9233,Травматическая ампутация кисти на уровне запястья
S68.8,20,205,9234,Травматическая ампутация других частей запястья и кисти
S68.9,20,205,9235,Травматическая ампутация запястья и кисти на неуточненном уровне
S69,20,205,9236,Другие и неуточненные травмы запястья и кисти
S69.7,20,205,9237,Множественные травмы запястья и кисти
S69.8,20,205,9238,Другие уточненные травмы запястья и кисти
S69.9,20,205,9239,Травма запястья и кисти неуточненная
S70,20,206,9240,Поверхностная травма области тазобедренного сустава и бедра
S70.0,20,206,9241,Ушиб области тазобедренного сустава
S70.1,20,206,9242,Ушиб бедра
S70.7,20,206,9243,Множественные поверхностные травмы области тазобедренного сустава и бедра
S70.8,20,206,9244,Другие поверхностные травмы области тазобедренного сустава и бедра
S70.9,20,206,9245,Поверхностная травма области тазобедренного сустава и бедра неуточненная
S71,20,206,9246,Открытая рана области тазобедренного сустава и бедра
S71.0,20,206,9247,Открытая рана области тазобедренного сустава
S71.1,20,206,9248,Открытая рана бедра
S71.7,20,206,9249,Множественные открытые раны области тазобедренного сустава и бедра
S71.8,20,206,9250,Открытая рана другой и неуточненной части тазового пояса
S72,20,206,9251,Перелом бедренной кости
S72.0,20,206,9252,Перелом шейки бедра
S72.00,20,206,9253,Перелом шейки бедра закрытый
S72.01,20,206,9254,Перелом шейки бедра открытый
S72.1,20,206,9255,Чрезвертельный перелом
S72.10,20,206,9256,Чрезвертельный перелом закрытый
S72.11,20,206,9257,Чрезвертельный перелом открытый
S72.2,20,206,9258,Подвертельный перелом
S72.20,20,206,9259,Подвертельный перелом закрытый
S72.21,20,206,9260,Подвертельный перелом открытый
S72.3,20,206,9261,Перелом тела [диафиза] бедренной кости
S72.30,20,206,9262,Перелом тела [диафиза] бедренной кости закрытый
S72.31,20,206,9263,Перелом тела [диафиза] бедренной кости открытый
S72.4,20,206,9264,Перелом нижнего конца бедренной кости
S72.40,20,206,9265,Перелом нижнего конца бедренной кости закрытый
S72.41,20,206,9266,Перелом нижнего конца бедренной кости открытый
S72.7,20,206,9267,Множественные переломы бедренной кости
S72.70,20,206,9268,Множественные переломы бедренной кости закрытые
S72.71,20,206,9269,Множественные переломы бедренной кости открытые
S72.8,20,206,9270,Переломы других частей бедренной кости
S72.80,20,206,9271,Переломы других частей бедренной кости закрытые
S72.81,20,206,9272,Переломы других частей бедренной кости открытые
S72.9,20,206,9273,Перелом неуточненной части бедренной кости
S72.90,20,206,9274,Перелом неуточненной части бедренной кости закрытый
S72.91,20,206,9275,Перелом неуточненной части бедренной кости открытый
S73,20,206,9276,"Вывих, растяжение и перенапряжение капсульно-связочного аппарата тазобедренного сустава и тазового пояса"
S73.0,20,206,9277,Вывих бедра
S73.1,20,206,9278,Растяжение и перенапряжение капсульно-связочного аппарата тазобедренного сустава
S74,20,206,9279,Травма нервов на уровне тазобедренного сустава бедра
S74.0,20,206,9280,Травма седалищного нерва на уровне тазобедренного сустава и бедра
S74.1,20,206,9281,Травма бедренного нерва на уровне тазобедренного сустава и бедра
S74.2,20,206,9282,Травма кожного чувствительного нерва на уровне тазобедренного сустава и бедра
S74.7,20,206,9283,Травма нескольких нервов на уровне тазобедренного сустава и бедра
S74.8,20,206,9284,Травма других нервов на уровне тазобедренного сустава и бедра
S74.9,20,206,9285,Травма неуточненного нерва на уровне тазобедренного сустава и бедра
S75,20,206,9286,Травма кровеносных сосудов на уровне тазобедренного сустава и бедра
S75.0,20,206,9287,Травма бедренной артерии
S75.1,20,206,9288,Травма бедренной вены
S75.2,20,206,9289,Травма большой подкожной вены на уровне тазобедренного сустава и бедра
S75.7,20,206,9290,Травма нескольких кровеносных сосудов на уровне тазобедренного сустава и бедра
S75.8,20,206,9291,Травма других кровеносных сосудов на уровне тазобедренного сустава и бедра
S75.9,20,206,9292,Травма неуточненного кровеносного сосуда на уровне тазобедренного сустава и бедра
S76,20,206,9293,Травма мышцы и сухожилия области тазобедренного сустава и бедра
S76.0,20,206,9294,Травма мышцы и сухожилия области тазобедренного сустава
S76.1,20,206,9295,Травма четырехглавой мышцы и ее сухожилия
S76.2,20,206,9296,Травма приводящей мышцы бедра и ее сухожилия
S76.3,20,206,9297,Травма мышцы и сухожилия из задней группы мышц на уровне бедра
S76.4,20,206,9298,Травма других и неуточненных мышц и сухожилий на уровне бедра
S76.7,20,206,9299,Травма нескольких мышц и сухожилий на уровне тазобедренного сустава и бедра
S77,20,206,9300,Размозжение области тазобедренного сустава и бедра
S77.0,20,206,9301,Размозжение области тазобедренного сустава
S77.1,20,206,9302,Размозжение бедра
S77.2,20,206,9303,Размозжение области тазобедренного сустава и бедра
S78,20,206,9304,Травматическая ампутация области тазобедренного сустава и бедра
S78.0,20,206,9305,Травматическая ампутация на уровне тазобедренного сустава
S78.1,20,206,9306,Травматическая ампутация на уровне между тазобедренным и коленным суставами
S78.9,20,206,9307,Травматическая ампутация области тазобедренного сустава и бедра на неуточненном уровне
S79,20,206,9308,Другие и неуточненные травмы области тазобедренного сустава и бедра
S79.7,20,206,9309,Множественные травмы области тазобедренного сустава и бедра
S79.8,20,206,9310,Другие уточненные травмы области тазобедренного сустава и бедра
S79.9,20,206,9311,Травма области тазобедренного сустава и бедра неуточненная
S80,20,207,9312,Поверхностная травма голени
S80.0,20,207,9313,Ушиб коленного сустава
S80.1,20,207,9314,Ушиб другой и неуточненной части голени
S80.7,20,207,9315,Множественные поверхностные травмы голени
S80.8,20,207,9316,Другие поверхностные травмы голени
S80.9,20,207,9317,Поверхностная травма голени неуточненная
S81,20,207,9318,Открытая рана голени
S81.0,20,207,9319,Открытая рана коленного сустава
S81.7,20,207,9320,Множественные открытые раны голени
S81.8,20,207,9321,Открытая рана других частей голени
S81.9,20,207,9322,Открытая рана голени неуточненной локализации
S82,20,207,9323,"Перелом костей голени, включая голеностопный сустав"
S82.0,20,207,9324,Перелом надколенника
S82.00,20,207,9325,Перелом надколенника закрытый
S82.01,20,207,9326,Перелом надколенника открытый
S82.1,20,207,9327,Перелом проксимального отдела большеберцовой кости
S82.10,20,207,9328,Перелом проксимального отдела большеберцовой кости закрытый
S82.11,20,207,9329,Перелом проксимального отдела большеберцовой кости открытый
S82.2,20,207,9330,Перелом тела [диафиза] большеберцовой кости
S82.20,20,207,9331,Перелом тела [диафиза] большеберцовой кости закрытый
S82.21,20,207,9332,Перелом тела [диафиза] большеберцовой кости открытый
S82.3,20,207,9333,Перелом дистального отдела большеберцовой кости
S82.30,20,207,9334,Перелом дистального отдела большеберцовой кости закрытый
S82.31,20,207,9335,Перелом дистального отдела большеберцовой кости открытый
S82.4,20,207,9336,Перелом только малоберцовой кости
S82.40,20,207,9337,Перелом только малоберцовой кости закрытый
S82.41,20,207,9338,Перелом только малоберцовой кости открытый
S82.5,20,207,9339,Перелом внутренней [медиальной] лодыжки
S82.50,20,207,9340,Перелом внутренней [медиальной] лодыжки закрытый
S82.51,20,207,9341,Перелом внутренней [медиальной] лодыжки открытый
S82.6,20,207,9342,Перелом наружной [латеральной] лодыжки
S82.60,20,207,9343,Перелом наружной [латеральной] лодыжки закрытый
S82.61,20,207,9344,Перелом наружной [латеральной] лодыжки открытый
S82.7,20,207,9345,Множественные переломы голени
S82.70,20,207,9346,Множественные переломы голени закрытые
S82.71,20,207,9347,Множественные переломы голени открытые
S82.8,20,207,9348,Переломы других отделов голени
S82.80,20,207,9349,Переломы других отделов голени закрытые
S82.81,20,207,9350,Переломы других отделов голени открытые
S82.9,20,207,9351,Перелом неуточненного отдела голени
S82.90,20,207,9352,Перелом неуточненного отдела голени закрытый
S82.91,20,207,9353,Перелом неуточненного отдела голени открытый
S83,20,207,9354,"Вывих, растяжение и перенапряжение капсульно-связочного аппарата коленного сустава"
S83.0,20,207,9355,Вывих надколенника
S83.1,20,207,9356,Вывих коленного сустава
S83.2,20,207,9357,Разрыв мениска свежий
S83.3,20,207,9358,Разрыв суставного хряща коленного сустава свежий
S83.4,20,207,9359,"Растяжение, разрыв и перенапряжение (наружной) (внутренней) боковой связки коленного сустава"
S83.5,20,207,9360,"Растяжение, разрыв и перенапряжение (передней) (задней) крестообразной связки коленного сустава"
S83.6,20,207,9361,"Растяжение, разрыв и перенапряжение других и неуточненных элементов коленного сустава"
S83.7,20,207,9362,Травма нескольких структур коленного сустава
S84,20,207,9363,Травма нервов на уровне голени
S84.0,20,207,9364,Травма большеберцового нерва на уровне голени
S84.1,20,207,9365,Травма малоберцового нерва на уровне голени
S84.2,20,207,9366,Травма кожного чувствительного нерва на уровне голени
S84.7,20,207,9367,Травма нескольких нервов на уровне голени
S84.8,20,207,9368,Травма других нервов на уровне голени
S84.9,20,207,9369,Травма неуточненного нерва на уровне голени
S85,20,207,9370,Травма кровеносных сосудов на уровне голени
S85.0,20,207,9371,Травма подколенной артерии
S85.1,20,207,9372,Травма большеберцовой (передней) (задней) артерии
S85.2,20,207,9373,Травма малоберцовой артерии
S85.3,20,207,9374,Травма большой подкожной вены на уровне голени
S85.4,20,207,9375,Травма малой подкожной вены на уровне голени
S85.5,20,207,9376,Травма подколенной вены
S85.7,20,207,9377,Травма нескольких кровеносных сосудов на уровне голени
S85.8,20,207,9378,Травма других кровеносных сосудов на уровне голени
S85.9,20,207,9379,Травма неуточненного кровеносного сосуда на уровне голени
S86,20,207,9380,Травма мышцы и сухожилия на уровне голени
S86.0,20,207,9381,Травма пяточного [ахиллова] сухожилия
S86.1,20,207,9382,Травма другой (их) мышцы (мышц) и сухожилия (ий) задней мышечной группы на уровне голени
S86.2,20,207,9383,Травма мышцы (мышц) и сухожилия (ий) передней мышечной группы на уровне голени
S86.3,20,207,9384,Травма мышцы (мышц) и сухожилия (ий) малоберцовой мышечной группы на уровне голени
S86.7,20,207,9385,Травма нескольких мышц и сухожилий на уровне голени
S86.8,20,207,9386,Травма других мышц и сухожилий на уровне голени
S86.9,20,207,9387,Травма неуточненных мышц и сухожилий на уровне голени
S87,20,207,9388,Размозжение голени
S87.0,20,207,9389,Размозжение коленного сустава
S87.8,20,207,9390,Размозжение другой и неуточненной части голени
S88,20,207,9391,Травматическая ампутация голени
S88.0,20,207,9392,Травматическая ампутация на уровне коленного сустава
S88.1,20,207,9393,Травматическая ампутация на уровне между коленным и голеностопным суставами
S88.9,20,207,9394,Травматическая ампутация голени на неуточненном уровне
S89,20,207,9395,Другие и неуточненные травмы голени
S89.7,20,207,9396,Множественные травмы голени
S89.8,20,207,9397,Другие уточненные травмы голени
S89.9,20,207,9398,Травма голени неуточненная
S90,20,208,9399,Поверхностная травма области голеностопного сустава и стопы
S90.0,20,208,9400,Ушиб голеностопного сустава
S90.1,20,208,9401,Ушиб пальца (ев) стопы без повреждения ногтевой пластинки
S90.2,20,208,9402,Ушиб пальца (ев) стопы с повреждением ногтевой пластинки
S90.3,20,208,9403,Ушиб другой и неуточненной части стопы
S90.7,20,208,9404,Множественные поверхностные травмы голеностопного сустава и стопы
S90.8,20,208,9405,Другие поверхностные травмы голеностопного сустава и стопы
S90.9,20,208,9406,Поверхностная травма голеностопного сустава и стопы неуточненная
S91,20,208,9407,Открытая рана области голеностопного сустава и стопы
S91.0,20,208,9408,Открытая рана области голеностопного сустава
S91.1,20,208,9409,Открытая рана пальца (ев) стопы без повреждения ногтевой пластинки
S91.2,20,208,9410,Открытая рана пальца (ев) стопы с повреждением ногтевой пластинки
S91.3,20,208,9411,Открытая рана других частей стопы
S91.7,20,208,9412,Множественные открытые раны голеностопного сустава и стопы
S92,20,208,9413,"Перелом стопы, исключая перелом голеностопного сустава"
S92.0,20,208,9414,Перелом пяточной кости
S92.00,20,208,9415,Перелом пяточной кости закрытый
S92.01,20,208,9416,Перелом пяточной кости открытый
S92.1,20,208,9417,Перелом таранной кости
S92.10,20,208,9418,Перелом таранной кости закрытый
S92.11,20,208,9419,Перелом таранной кости открытый
S92.2,20,208,9420,Перелом других костей предплюсны
S92.20,20,208,9421,Перелом других костей предплюсны закрытый
S92.21,20,208,9422,Перелом других костей предплюсны открытый
S92.3,20,208,9423,Перелом костей плюсны
S92.30,20,208,9424,Перелом костей плюсны закрытый
S92.31,20,208,9425,Перелом костей плюсны открытый
S92.4,20,208,9426,Перелом большого пальца стопы
S92.40,20,208,9427,Перелом большого пальца стопы закрытый
S92.41,20,208,9428,Перелом большого пальца стопы открытый
S92.5,20,208,9429,Перелом другого пальца стопы
S92.50,20,208,9430,Перелом другого пальца стопы закрытый
S92.51,20,208,9431,Перелом другого пальца стопы открытый
S92.7,20,208,9432,Множественные переломы стопы
S92.70,20,208,9433,Множественные переломы стопы закрытые
S92.71,20,208,9434,Множественные переломы стопы открытые
S92.9,20,208,9435,Перелом стопы неуточненный
S92.90,20,208,9436,Перелом стопы неуточненный закрытый
S92.91,20,208,9437,Перелом стопы неуточненный открытый
S93,20,208,9438,"Вывих, растяжение и перенапряжение капсульно-связочного аппарата голеностопного сустава и стопы"
S93.0,20,208,9439,Вывих голеностопного сустава
S93.1,20,208,9440,Вывих пальца (ев) стопы
S93.2,20,208,9441,Разрыв связок на уровне голеностопного сустава и стопы
S93.3,20,208,9442,Вывих другой и неуточненной части стопы
S93.4,20,208,9443,Растяжение и перенапряжение связок голеностопного сустава
S93.5,20,208,9444,Растяжение и перенапряжение капсульно-связочного аппарата суставов пальца (ев) стопы
S93.6,20,208,9445,Растяжение и перенапряжение капсульно-связочного аппарата других и неуточненных суставов стопы
S94,20,208,9446,Травма нервов на уровне голеностопного сустава и стопы
S94.0,20,208,9447,Травма наружного [латерального] подошвенного нерва
S94.1,20,208,9448,Травма внутреннего [медиального] подошвенного нерва
S94.2,20,208,9449,Травма глубокого малоберцового нерва на уровне голеностопного сустава и стопы
S94.3,20,208,9450,Травма кожного чувствительного нерва на уровне голеностопного сустава и стопы
S94.7,20,208,9451,Травма нескольких нервов на уровне голеностопного сустава и стопы
S94.8,20,208,9452,Травма других нервов на уровне голеностопного сустава и стопы
S94.9,20,208,9453,Травма неуточненного нерва на уровне голеностопного сустава и стопы
S95,20,208,9454,Травма кровеносных сосудов на уровне голеностопного сустава и стопы
S95.0,20,208,9455,Травма тыльной [дорсальной] артерии стопы
S95.1,20,208,9456,Травма подошвенной артерии стопы
S95.2,20,208,9457,Травма тыльной [дорсальной] вены стопы
S95.7,20,208,9458,Травма нескольких кровеносных сосудов на уровне голеностопного сустава и стопы
S95.8,20,208,9459,Травма других кровеносных сосудов на уровне голеностопного сустава и стопы
S95.9,20,208,9460,Травма неуточненного кровеносного сосуда на уровне голеностопного сустава и стопы
S96,20,208,9461,Травма мышцы и сухожилия на уровне голеностопного сустава и стопы
S96.0,20,208,9462,Травма длинного сгибателя пальца и его сухожилия на уровне голеностопного сустава и стопы
S96.1,20,208,9463,Травма длинного разгибателя пальца и его сухожилия на уровне голеностопного сустава и стопы
S96.2,20,208,9464,Травма собственной мышцы и сухожилия на уровне голеностопного сустава и стопы
S96.7,20,208,9465,Травма нескольких мышц и сухожилий на уровне голеностопного сустава и стопы
S96.8,20,208,9466,Травма другой мышцы и сухожилия на уровне голеностопного сустава и стопы
S96.9,20,208,9467,Травма неуточненных мышц и сухожилий на уровне голеностопного сустава и стопы
S97,20,208,9468,Размозжение голеностопного сустава и стопы
S97.0,20,208,9469,Размозжение голеностопного сустава
S97.1,20,208,9470,Размозжение пальца (ев) стопы
S97.8,20,208,9471,Размозжение других отделов голеностопного сустава и стопы
S98,20,208,9472,Травматическая ампутация на уровне голеностопного сустава и стопы
S98.0,20,208,9473,Травматическая ампутация стопы на уровне голеностопного сустава
S98.1,20,208,9474,Травматическая ампутация одного пальца стопы
S98.2,20,208,9475,Травматическая ампутация двух и более пальцев стопы
S98.3,20,208,9476,Травматическая ампутация других частей стопы
S98.4,20,208,9477,Травматическая ампутация стопы на неуточненном уровне
S99,20,208,9478,Другие и неуточненные травмы голеностопного сустава и стопы
S99.7,20,208,9479,Множественные травмы голеностопного сустава и стопы
S99.8,20,208,9480,Другие уточненные травмы голеностопного сустава и стопы
